0.01929977,0.03342601,0.01757245,0.02078136,0.00866825,0.02647648
0.04624058,0.02076995,0.02870597,0.00700429,0.05668302,0.00074362
0.04734731,0.019239,0.04260704,0.02716426,0.02961811,0.00662195
0.02893832,0.01564333,0.00210128,0.00886325,0.0230087,0.00892937
0.0508686,0.04594655,0.07003496,0.02017394,0.0137133,0.04190301
0.01314755,0.01064929,0.01347953,0.00599811,0.0412507,0.02766152
0.02495624,0.02118418,0.01972406,0.02781111,0.01565906,0.04075689
0.01906988,0.01044485,0.01592005,0.02295597,0.02361791,0.06718978
0.00807799,0.0267556,0.0067945,0.01764069,0.02989455,0.01197234
0.01431019,0.01277176,0.01316405,0.06235897,0.00425028,0.01117408
0.01544259,0.01341245,0.00108366,0.01105922,0.01354998,0.02034538
0.03457679,0.01422962,0.0097257,0.00677114,0.03190317,0.02216098
0.01259818,0.00793841,0.0178088,0.00901235,0.04572525,0.01168444
0.03677946,0.00639817,0.01737282,0.04263999,0.01213914,0.01447924
0.05049646,0.01678901,0.01490249,0.02922375,0.01347259,0.0112055
0.05755007,0.02921121,0.0163345,0.0062538,0.0086931,0.06338637
0.00201348,0.02415012,0.00532468,0.00797612,0.05328461,0.00834071
0.01031814,0.02518105,0.00621632,0.00463729,0.02104935,0.01930766
0.00653546,0.03138728,0.01115703,0.0062888,0.00969934,0.00875308
0.06628865,0.04943137,0.04370417,0.00408625,0.02038464,0.02328597
0.03948759,0.01768739,0.02188032,0.02599253,0.00611154,0.01047356
0.01572963,0.0572135,0.0028465,0.01985604,0.01974289,0.03728798
0.04163499,0.02924883,0.03137512,0.01455377,0.00448166,0.0047478
0.01399812,0.0097857,0.02042438,0.02396834,0.02258414,0.03012088
0.00307728,0.0366386,0.00277079,0.02252969,0.00590748,0.00839481
0.01796739,0.0311718,0.04184925,0.03044715,0.03816828,0.00444393
0.00946238,0.04371783,0.00423809,0.00669775,0.01955188,0.02094494
0.02346215,0.03161899,0.03073301,0.02664326,0.01165864,0.04924404
0.0408499,0.01674564,0.03542511,0.01265213,0.02114094,0.01048552
0.02722667,0.03732958,0.00494233,0.01439426,0.03504741,0.00418024
0.04322223,0.02472288,0.0330074,0.0606911,0.00263524,0.03203315
0.05041033,0.02918252,0.016307,0.00843233,0.00598886,0.01477481
0.02139894,0.01231417,0.01729283,0.03288047,0.01065341,0.01149795
0.01155286,0.012174,0.02245129,0.03684944,0.0037647,0.01987507
0.02956879,0.02568171,0.03011011,0.01508781,0.0053399,0.02529254
0.02784348,0.00894953,0.03865856,0.03218175,0.01310131,0.01373397
0.00836133,0.03097754,0.04049329,0.02196706,0.03297116,0.01808476
0.01077085,0.00088539,0.0085848,0.01642837,0.02178426,0.06412022
0.06358185,0.02478305,0.00092115,0.00524497,0.00753501,0.01125298
0.0286692,0.03618397,0.02214039,0.03247168,0.07450429,0.0115187
0.02578291,0.019333,0.00535621,0.01755491,0.0047291,0.0288741,0.01556634,0.02381148,0.00289128,0.0126468,0.02728254,0.0214623
0.01221117,0.00351762,0.02469303,0.0162992,0.00156731,0.07425725
0.02488194,0.05773108,0.00652239,0.00851795,0.0100444,0.01734189
0.01014497,0.01928587,0.01517048,0.01788453,0.05130366,0.02076585
0.04665703,0.01353234,0.01209536,0.00619932,0.00914976,0.07277512
0.03668602,0.03802426,0.02308509,0.00619015,0.0185477,0.01124595
0.05317804,0.04004612,0.02404224,0.03702802,0.01877508,0.01276275
0.07694312,0.02819465,0.00342518,0.01530011,0.03850128,0.02109671
0.00373585,0.03360259,0.0405939,0.0285231,0.04441213,0.00119346
